User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
c46df0fa-0f38-4c42-9dd7-1dbdc5c4b952,Information Technology Project Managers,Male,White,529K+,40,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,78410,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
9f1cb4ed-9b72-4880-a369-cd6f44f322b5,Information Technology Project Managers,Male,White,30-60K,54,"Some College, No Degree",More than 10 years,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Never,Never,Monthly,WoM
6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,Information Technology Project Managers,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,80602,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
b4757efb-b03c-4b21-bbe5-85b5708de3ac,Computer and Information Research Scientists,Male,White,86K-165K,27,Master’s Degree,1-2 year,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Never,Weekly,Monthly,Never,Never,Never,Weekly,Never,Never,WoM
72597cb1-a901-4fda-b382-1d3fbc4b8048,Computer Systems Analysts,Female,White,86K-165K,29,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
06f68046-40a1-41d2-92db-ac3a1e5da413,Computer and Information Research Scientists,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,25,Prefer not to say,Less than 1 year,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,WoM
b987957c-5332-4377-9072-5737e14a07eb,Computer and Information Research Scientists,Female,Asian American and Pacific Islander,529K+,18,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,94158,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Weekly,Weekly,WoM
bc365350-33bd-44d0-a03f-88a0712802b9,Computer Systems Analysts,Male,White,86K-165K,36,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,21230,Libertarian,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Monthly,Daily,Daily,Prolific
3b7105a2-94c9-4212-8f92-bd41bfc681d6,Computer and Information Research Scientists,Male,Other,0-30K,18,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,95050,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Monthly,Monthly,Never,Never,WoM
d971c29b-6386-429e-a6e6-5aaa80681983,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,0-30K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,11373,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork
e777d1f1-2e65-49c1-b045-886dfd1f10a2,Information Technology Project Managers,Male,White,60-86K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,78418,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Never,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
971757a8-105a-428b-a055-930ed46ffec4,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,30-60K,22,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,90007,Other,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Monthly,Never,Never,Daily,Monthly,Daily,WoM
c5dd7c9b-d855-4d5b-97f5-fcdedc66af11,Computer and Information Research Scientists,Male,White,86K-165K,25,Bachelor’s Degree,3-5 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,44067,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Monthly,Daily,Upwork
1287fa62-3ac3-44e0-aca6-4f646ad1fca3,Information Technology Project Managers,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
b900f278-510f-46ab-84f6-f35021e7c34c,Information Technology Project Managers,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,85249,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Never,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
35467683-36dd-4098-91a0-5be110b7641f,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,529K+,48,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Daily,Weekly,Never,Monthly,Never,Weekly,WoM
d304f8f6-c275-4e4c-9d44-f90b4bcee7db,Computer Systems Engineers/Architects,Female,Black,209K-529K,46,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Monthly,Weekly,Monthly,Weekly,Prolific
47e2200f-f97b-4f57-9117-65eda227748f,Computer Systems Engineers/Architects,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,50,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Monthly,Never,WoM
4bbdbefa-7d7f-47a0-89c1-ac7fd285f740,Information Technology Project Managers,Male,Asian American and Pacific Islander,86K-165K,36,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,Monthly,WoM
feee15fe-5f10-43ae-9b04-db0b044220bc,Information Technology Project Managers,Male,Asian American and Pacific Islander,86K-165K,31,Associate Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Never,Weekly,Monthly,Weekly,Upwork
18bf3b1a-380d-4286-8893-5bb8f8c29efb,Computer and Information Research Scientists,Female,Black,30-60K,29,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork
e07bf374-2a39-40c8-a9e6-bba00285edd6,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,30-60K,35,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,32826,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Never,Weekly,Monthly,Weekly,Prolific
2d38acdd-d47c-4090-80c9-cc768449d9ab,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,0-30K,20,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Monthly,Weekly,Monthly,Daily,Monthly,Weekly,WoM
6a92d9b2-af20-48d7-ab1f-98cc427bef09,Computer and Information Research Scientists,Male,Other,165K-209K,32,Master’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
c210fd0d-88e3-4423-a603-26bc29bc69f0,Computer and Information Research Scientists,Female,Asian American and Pacific Islander,Prefer not to say,27,"Doctorate (e.g., PhD)",6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Daily,Weekly,Weekly,WoM
1634b1fd-ac65-4ba6-bbd6-8a365109ff47,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,86K-165K,31,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Never,Never,Never,Never,Weekly,Never,Weekly,Upwork
f3de2064-b6ee-48d8-93d3-b8a0d1fda314,Computer Systems Engineers/Architects,Male,White,86K-165K,43,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,48187,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Upwork
bb5b9b6e-1289-4841-a6c5-10eec21d3296,Computer Systems Analysts,Female,Asian American and Pacific Islander,60-86K,25,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Monthly,Daily,WoM
ab4a13d8-7979-4a4b-a2c2-f16f8124ac4d,Computer and Information Research Scientists,Male,Other,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Never,Monthly,Never,Weekly,Never,Monthly,WoM
c904660f-f20a-4dcc-b81a-6d19e4647e2f,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,165K-209K,24,Master’s Degree,Less than 1 year,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Never,Never,Monthly,Never,Weekly,Never,Daily,WoM
0ff78de2-c4de-4307-9469-f0ef6111d114,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,30-60K,33,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,8602,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,WoM
b7f7d3c6-867c-4d42-bc1a-2f5c23773973,Computer Systems Engineers/Architects,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,48154,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Never,Never,Never,Weekly,Never,Never,Never,Never,Upwork
