Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",1b3f2ed4-9876-4972-a951-cdae12118c0b,2025/2/20,Novice,5,1,2,2,3,True,True,True,False,True,False,5,5,5,5,5,False,False,False,False,False,False,False,,FALSE
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",b1ab6256-5078-4533-a5b9-e3127d47b0bf,2025/2/20,Expert,3,1,1,2,1,True,True,False,True,False,False,3,2,3,3,3,False,False,False,False,False,False,False,,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,b1ab6256-5078-4533-a5b9-e3127d47b0bf,2025/2/20,Average,3,1,2,2,2,False,True,False,True,True,False,1,1,3,3,2,False,False,False,False,False,False,False,,FALSE
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",073fdfb6-505d-485e-a0f5-d628e3543671,2025/2/20,Expert,2,5,5,5,4,False,False,False,False,False,False,1,5,3,5,5,False,False,False,False,False,False,False,FALSE,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,073fdfb6-505d-485e-a0f5-d628e3543671,2025/2/20,Expert,2,3,5,4,5,False,False,False,False,False,False,1,4,4,5,5,False,False,False,False,False,False,False,FALSE,FALSE
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,073fdfb6-505d-485e-a0f5-d628e3543671,2025/2/20,Expert,3,2,5,3,3,True,False,True,True,False,False,1,3,3,3,3,False,False,False,False,False,False,False,,FALSE
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",073fdfb6-505d-485e-a0f5-d628e3543671,2025/2/20,Expert,2,4,5,5,4,False,False,False,False,False,False,1,5,4,5,5,False,False,False,False,False,False,False,FALSE,FALSE
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,1,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Novice,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,5,False,False,False,False,False,False,False,,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,5,False,False,False,False,False,False,False,,FALSE
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Novice,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,fa785f60-af5d-4322-94ee-6cd65d98e86c,2025/2/25,Average,3,4,5,3,4,False,False,False,False,False,True,3,3,4,4,3,False,False,True,False,True,True,False,,
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",fa785f60-af5d-4322-94ee-6cd65d98e86c,2025/2/25,Novice,4,3,4,2,2,False,False,True,True,False,False,1,2,3,3,3,False,False,False,False,True,True,False,,
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,f8050db7-6869-4cb3-8c3d-3ef5189ba8fc,2025/2/20,Average,3,3,3,4,4,False,True,True,False,False,False,1,3,4,4,2,False,False,False,False,False,False,False,,FALSE
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,efb4d600-bd0c-4f02-9042-49524da88bd2,2025/2/20,Average,3,2,3,2,3,True,True,False,False,False,False,1,4,4,4,3,False,False,False,False,False,False,False,,FALSE
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,f8050db7-6869-4cb3-8c3d-3ef5189ba8fc,2025/2/20,Average,5,2,2,4,4,True,True,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,efb4d600-bd0c-4f02-9042-49524da88bd2,2025/2/20,Expert,3,2,3,3,3,False,False,False,False,False,True,4,3,2,3,2,False,False,False,False,False,False,False,,FALSE
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025/2/20,Average,2,2,1,2,3,False,False,False,False,False,False,2,4,1,4,3,False,False,False,False,False,False,False,FALSE,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025/2/20,Expert,2,3,3,2,3,False,False,False,False,False,False,1,2,3,3,3,False,False,False,False,False,False,False,FALSE,FALSE
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025/2/20,Expert,2,3,4,2,3,False,False,False,False,False,False,1,2,4,3,2,False,False,False,False,False,False,False,FALSE,FALSE
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025/2/20,Average,2,2,2,2,3,False,False,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025/2/20,Expert,2,3,3,2,3,False,False,False,False,False,False,2,2,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025/2/20,Expert,2,2,3,2,3,False,False,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025/2/20,Expert,2,2,3,2,3,False,False,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,d17e7c1a-c119-4923-b0da-ffd56663a382,2025/2/20,Average,2,2,4,3,4,False,False,False,False,False,False,2,3,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,d17e7c1a-c119-4923-b0da-ffd56663a382,2025/2/20,Average,2,3,4,3,4,False,False,False,False,False,False,2,3,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d17e7c1a-c119-4923-b0da-ffd56663a382,2025/2/20,Average,2,2,4,3,4,False,False,False,False,False,False,2,4,3,4,3,False,False,False,False,False,False,False,FALSE,FALSE
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025/2/25,Expert,3,4,3,3,4,True,False,True,True,False,False,3,3,3,4,4,True,False,True,False,True,False,False,,
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025/2/25,Expert,4,4,4,4,4,True,False,True,False,True,False,4,4,4,4,4,False,True,False,True,False,True,False,,
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025/2/25,Average,4,4,4,4,4,True,False,True,True,False,False,4,4,4,4,4,False,True,True,False,False,True,False,,
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",692898ca-ca4e-4871-ba56-d44f7f9def30,2025/2/20,Novice,2,1,2,2,2,False,False,False,False,False,False,2,2,3,3,3,False,False,False,False,False,False,False,FALSE,FALSE
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",7880981c-59da-4d72-96c6-83f3607d288e,2025/2/20,Expert,2,3,4,4,2,False,False,False,False,False,False,3,2,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,7880981c-59da-4d72-96c6-83f3607d288e,2025/2/20,Expert,4,2,4,4,2,False,False,False,True,True,True,2,3,3,4,3,False,False,False,False,False,False,False,,FALSE
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,7880981c-59da-4d72-96c6-83f3607d288e,2025/2/20,Expert,2,2,4,3,2,False,False,False,False,False,False,4,3,2,4,4,False,False,False,False,False,False,False,FALSE,FALSE
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,7880981c-59da-4d72-96c6-83f3607d288e,2025/2/20,Expert,2,2,3,4,1,False,False,False,False,False,False,1,3,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0a28cb3-f349-483b-b346-31c91497a296,2025/2/20,Average,4,3,3,2,4,True,False,True,False,False,False,3,4,4,3,3,False,False,False,False,False,False,False,,FALSE
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,118a8339-4594-474c-a25d-037bc1d9a43c,2025/2/20,Expert,5,5,5,2,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,118a8339-4594-474c-a25d-037bc1d9a43c,2025/2/20,Expert,5,5,5,2,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,3ef36c0f-554a-4a88-831f-1e0f5250831b,2025/2/20,Average,3,2,3,1,4,True,True,True,True,False,True,2,4,2,5,4,False,False,False,False,False,False,False,,FALSE
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,3ef36c0f-554a-4a88-831f-1e0f5250831b,2025/2/20,Average,4,3,3,3,2,True,True,True,True,True,True,3,3,3,4,2,False,False,False,False,False,False,False,,FALSE
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",3ef36c0f-554a-4a88-831f-1e0f5250831b,2025/2/20,Average,2,4,4,1,5,False,False,False,False,False,False,2,5,4,4,2,False,False,False,False,False,False,False,FALSE,FALSE
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",3ef36c0f-554a-4a88-831f-1e0f5250831b,2025/2/20,Average,4,2,2,4,3,True,True,True,False,False,True,2,4,3,4,3,False,False,False,False,False,False,False,,FALSE
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",3ef36c0f-554a-4a88-831f-1e0f5250831b,2025/2/20,Average,4,2,3,4,3,True,True,True,True,True,True,3,4,3,2,3,False,False,False,False,False,False,False,,FALSE
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",3ef36c0f-554a-4a88-831f-1e0f5250831b,2025/2/20,Average,3,2,3,3,3,True,True,True,True,True,True,2,3,2,4,2,False,False,False,False,False,False,False,,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,90f62f69-424f-42ff-8701-05c02c8bd159,2025/2/20,Expert,4,4,3,4,5,True,False,True,False,False,False,1,3,3,2,4,False,False,False,False,False,False,False,,FALSE
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025/2/25,Novice,4,4,3,4,4,True,False,True,True,False,False,4,3,3,4,3,False,True,False,True,True,True,False,,
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025/2/25,Average,4,4,4,4,4,False,True,False,True,True,False,4,4,4,3,4,True,False,True,False,True,False,False,,
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025/2/25,Average,3,3,4,3,4,False,True,False,True,True,False,4,3,4,3,4,False,True,False,True,False,True,False,,
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025/2/25,Average,3,4,4,3,4,True,False,False,True,False,False,4,3,3,4,4,False,True,False,True,True,False,False,,
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",62cf3c63-3007-45a1-8225-37c03128ff36,2025/2/25,Novice,4,1,1,5,1,False,True,False,False,False,False,1,1,2,4,4,False,False,True,False,True,True,False,,
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,b22429d3-2fb5-4adb-bde7-13bdcc990a33,2025/2/25,Average,3,2,2,1,3,False,False,False,True,True,False,1,3,3,4,4,False,True,True,False,True,False,False,,
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",b22429d3-2fb5-4adb-bde7-13bdcc990a33,2025/2/25,Expert,3,3,4,3,3,False,False,True,True,True,True,1,3,2,3,3,False,False,True,True,True,False,True,,
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",62cf3c63-3007-45a1-8225-37c03128ff36,2025/2/25,Novice,3,1,1,4,2,True,True,False,False,False,False,1,1,1,4,3,False,False,True,False,True,False,False,,
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",62cf3c63-3007-45a1-8225-37c03128ff36,2025/2/25,Average,4,2,3,4,2,False,True,False,True,False,False,1,1,2,3,4,False,False,False,False,False,True,False,,
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",c1672ba2-0cee-4f04-bc07-cd385d6c895d,2025/2/20,Average,2,1,1,1,3,False,False,False,False,False,False,2,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,c1672ba2-0cee-4f04-bc07-cd385d6c895d,2025/2/20,Average,1,1,1,1,1,False,False,False,False,False,False,2,3,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",c1672ba2-0cee-4f04-bc07-cd385d6c895d,2025/2/20,Average,2,2,3,1,3,False,False,False,False,False,False,1,4,1,1,2,False,False,False,False,False,False,False,FALSE,FALSE
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Expert,2,2,4,3,3,False,False,False,False,False,False,2,2,3,3,4,False,True,False,True,False,False,True,FALSE,
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Average,1,3,2,2,3,False,False,False,False,False,False,4,4,2,3,3,False,False,True,True,False,True,False,FALSE,
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Expert,1,1,2,2,3,False,False,False,False,False,False,3,2,2,4,4,True,False,False,True,False,True,False,FALSE,
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Expert,2,2,4,2,4,False,False,False,False,False,False,1,4,1,3,2,False,False,False,False,False,False,False,FALSE,FALSE
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Average,1,1,1,1,4,False,False,False,False,False,False,3,3,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Expert,4,4,3,4,3,True,False,True,False,True,False,4,2,2,4,4,False,True,True,False,False,True,False,,
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Expert,3,2,1,3,3,True,False,True,False,True,False,1,2,2,2,4,False,True,False,False,True,False,True,,
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Average,3,3,1,1,2,True,False,True,True,False,False,1,3,2,1,3,True,False,False,True,True,False,False,,
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,7244fcfe-9792-4f6a-84dd-29ce048d9889,2025/2/24,Average,4,1,3,2,3,True,False,True,True,False,False,2,3,3,2,4,False,True,True,True,False,False,False,,
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",de7d26af-62e0-46e5-881a-166cb7ffdc19,2025/2/25,Average,2,1,2,1,2,False,False,False,False,False,False,1,2,2,4,3,False,False,False,False,True,True,False,FALSE,
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,de7d26af-62e0-46e5-881a-166cb7ffdc19,2025/2/25,Expert,2,3,4,4,5,False,False,False,False,False,False,1,2,3,5,4,False,True,True,False,True,True,False,FALSE,
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,de7d26af-62e0-46e5-881a-166cb7ffdc19,2025/2/25,Novice,3,1,2,2,2,True,False,False,False,False,True,1,1,2,3,2,False,False,False,False,False,False,False,,FALSE
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",de7d26af-62e0-46e5-881a-166cb7ffdc19,2025/2/25,Average,2,2,3,3,3,False,False,False,False,False,False,1,1,2,4,3,False,False,False,False,True,False,False,FALSE,
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",de7d26af-62e0-46e5-881a-166cb7ffdc19,2025/2/25,Expert,2,3,5,4,5,False,False,False,False,False,False,1,1,3,4,4,False,True,True,False,True,True,False,FALSE,
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",de7d26af-62e0-46e5-881a-166cb7ffdc19,2025/2/25,Average,3,1,3,2,3,True,False,True,False,False,True,1,1,1,4,2,False,False,False,False,False,False,False,,FALSE
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",dde4ad2d-758a-4cf5-91c9-72782474aa8c,2025/2/25,Average,1,2,3,3,3,False,False,False,False,False,False,1,3,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",b22429d3-2fb5-4adb-bde7-13bdcc990a33,2025/2/25,Novice,2,1,1,2,3,False,False,False,False,False,False,1,3,4,3,4,False,True,True,True,True,True,True,FALSE,
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,dde4ad2d-758a-4cf5-91c9-72782474aa8c,2025/2/25,Average,1,1,3,3,3,False,False,False,False,False,False,1,1,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,dde4ad2d-758a-4cf5-91c9-72782474aa8c,2025/2/25,Average,2,3,3,3,4,False,False,False,False,False,False,1,2,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",9b8b74b5-b29c-4738-8bd3-4ef6870b7f6a,2025/2/25,Average,1,3,5,1,5,False,False,False,False,False,False,1,3,4,5,5,False,True,True,True,True,True,True,FALSE,
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,9b8b74b5-b29c-4738-8bd3-4ef6870b7f6a,2025/2/25,Novice,1,1,2,1,4,False,False,False,False,False,False,1,3,4,5,2,False,False,False,False,False,False,False,FALSE,FALSE
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",9b8b74b5-b29c-4738-8bd3-4ef6870b7f6a,2025/2/25,Novice,2,1,1,1,2,False,False,False,False,False,False,1,1,1,4,2,False,False,False,False,False,False,False,FALSE,FALSE
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,779c682a-290e-4ce7-8ea9-bfa1755b3d00,2025/3/9,Novice,3,1,4,3,1,False,True,True,False,False,False,2,4,4,1,1,False,False,False,False,False,False,False,,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",779c682a-290e-4ce7-8ea9-bfa1755b3d00,2025/3/9,Novice,4,4,3,2,1,False,False,True,True,True,False,4,1,4,3,3,True,False,False,False,False,False,False,,
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",cc602f61-7db0-42f2-a05e-29a18a09668f,2025/3/10,Novice,1,4,4,1,4,False,False,False,False,False,False,5,5,2,4,5,False,True,True,False,True,False,False,FALSE,
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",d2dde44c-83d4-4bd6-8b29-78319f401143,2025/3/10,Average,2,2,3,1,5,False,False,False,False,False,False,2,4,3,4,3,False,True,True,True,True,True,True,FALSE,
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",d2dde44c-83d4-4bd6-8b29-78319f401143,2025/3/10,Average,2,2,3,1,5,False,False,False,False,False,False,1,3,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,d2dde44c-83d4-4bd6-8b29-78319f401143,2025/3/10,Average,2,2,3,1,5,False,False,False,False,False,False,1,2,3,3,3,False,True,True,False,True,True,False,FALSE,
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Average,4,2,4,2,4,True,False,True,True,False,True,1,2,4,4,3,False,True,True,False,True,True,True,,
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Expert,4,3,4,2,3,True,False,False,False,False,True,1,2,4,4,3,False,True,True,False,True,True,True,,
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Average,4,2,4,2,3,True,True,True,True,True,True,1,1,4,4,3,False,True,True,False,True,True,True,,
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Average,3,2,4,2,2,True,False,False,False,False,True,1,5,5,3,4,False,True,True,True,True,True,True,,
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Average,2,1,4,2,4,False,False,False,False,False,False,1,5,4,4,3,False,True,True,True,True,True,True,FALSE,
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Expert,4,1,3,2,3,True,False,False,True,True,True,1,5,4,4,2,False,False,False,False,False,False,False,,FALSE
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Expert,2,1,4,2,4,False,False,False,False,False,False,1,3,5,5,4,False,True,True,True,True,True,True,FALSE,
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Average,4,1,4,1,1,True,True,True,True,False,True,1,1,3,4,2,False,False,False,False,False,False,False,,FALSE
14683,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Average,4,2,4,1,2,True,True,False,False,True,True,1,1,3,5,3,False,True,True,False,True,True,False,,
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",6e6d4ac7-2370-475b-82c4-3f4a92a30577,2025/3/11,Expert,2,3,4,2,4,False,False,False,False,False,False,1,1,4,5,3,False,True,True,False,True,True,True,FALSE,
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025/3/12,Expert,3,2,4,2,2,True,True,False,False,False,False,2,3,3,3,3,False,False,False,True,True,True,False,,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025/3/12,Expert,2,2,3,3,3,False,False,False,False,False,False,3,3,3,4,4,False,True,True,True,True,False,False,FALSE,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",032bd8a8-0ec1-4bc4-8b99-e27ee620e926,2025/3/12,Expert,2,1,3,2,3,False,False,False,False,False,False,4,4,3,4,5,False,True,True,True,True,True,False,FALSE,
